datetime,city,latitude,longitude,temperature,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,precipitation,description
2025-08-18 21:05:50,Kuwait City,29.3697,47.9783,35.99,35.99,35.99,24,998,7.19,302,0,scattered clouds
2025-08-18 21:05:38,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:04:58,Karachi,24.9056,67.0822,29.35,29.35,29.35,79,1000,3.97,280,0,clear sky
2025-08-18 21:05:01,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:05:00,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:06:43,Bogota,4.6097,-74.0817,16.43,16.43,16.43,73,1015,2.46,165,0,broken clouds
2025-08-18 21:05:50,Kuwait City,29.3697,47.9783,35.99,35.99,35.99,24,998,7.19,302,0,scattered clouds
2025-08-18 21:05:38,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:05:32,Riyadh,24.6877,46.7219,34.37,34.37,34.37,12,1002,4.36,34,0,broken clouds
2025-08-18 21:06:48,Lima,-12.0432,-77.0282,18.13,18.13,18.13,70,1015,6.04,168,0,scattered clouds
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:06:00,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:03:10,Dubai,25.2582,55.3047,35.48,35.48,35.48,50,998,4.87,48,0,broken clouds
2025-08-18 21:05:00,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:05:05,Rome,34.257,-85.1647,32.95,32.95,32.95,62,1015,1.82,17,0,scattered clouds
2025-08-18 21:05:00,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:05:32,Riyadh,24.6877,46.7219,34.37,34.37,34.37,12,1002,4.36,34,0,broken clouds
2025-08-18 21:05:00,Sydney,-33.8679,151.2073,9.48,9.48,9.48,95,1030,1.92,238,0.21,light rain
2025-08-18 21:06:29,Tehran,35.6944,51.4215,28.38,28.38,28.38,27,1008,2.58,158,0,clear sky
2025-08-18 21:05:57,Colombo,6.9319,79.8478,26.35,26.35,26.35,87,1009,4.83,250,0,overcast clouds
2025-08-18 21:07:01,Delhi,28.6667,77.2167,29.1,29.1,29.1,79,1004,3.23,96,0,scattered clouds
2025-08-18 20:58:05,Dhaka,23.7104,90.4074,26.85,26.85,26.85,87,1004,4.66,137,0,broken clouds
2025-08-18 21:05:00,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:05:51,Toronto,43.7001,-79.4163,21.95,21.95,21.95,57,1023,3.37,107,0,overcast clouds
2025-08-18 20:57:02,Chicago,41.85,-87.65,29.51,29.51,29.51,69,1015,3.07,203,0,broken clouds
2025-08-18 21:05:05,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,0,overcast clouds
2025-08-18 21:05:46,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:03:10,Dubai,25.2582,55.3047,35.48,35.48,35.48,50,998,4.87,48,0,broken clouds
2025-08-18 21:05:16,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 21:05:01,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:05:11,Moscow,55.7522,37.6156,14.07,14.07,14.07,89,1006,3.63,283,0,overcast clouds
2025-08-18 20:56:27,Beijing,39.9075,116.3972,25.59,25.59,25.59,96,1006,1.86,90,7.49,heavy intensity rain
2025-08-18 21:04:56,Bangkok,13.75,100.5167,28.79,28.79,28.79,88,1009,2.08,240,0,overcast clouds
2025-08-18 20:55:29,Paris,48.8534,2.3488,21.85,21.85,21.85,50,1015,2.29,61,0,scattered clouds
2025-08-18 21:04:56,Baghdad,33.3406,44.4009,36.18,36.18,36.18,23,1000,7.2,301,0,clear sky
2025-08-18 21:05:05,Rome,34.257,-85.1647,32.95,32.95,32.95,62,1015,1.82,17,0,scattered clouds
2025-08-18 21:05:49,Buenos Aires,-34.6132,-58.3772,14.7,14.7,14.7,83,1018,6.17,113,0,overcast clouds
2025-08-18 21:05:11,Moscow,55.7522,37.6156,14.07,14.07,14.07,89,1006,3.63,283,0,overcast clouds
2025-08-18 21:05:17,Mexico City,19.4285,-99.1277,25.74,25.74,25.74,37,1012,2.77,44,0,overcast clouds
2025-08-18 21:05:00,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:06:48,Lima,-12.0432,-77.0282,18.13,18.13,18.13,70,1015,6.04,168,0,scattered clouds
2025-08-18 21:05:11,Moscow,55.7522,37.6156,14.07,14.07,14.07,89,1006,3.63,283,0,overcast clouds
2025-08-18 21:04:56,Baghdad,33.3406,44.4009,36.18,36.18,36.18,23,1000,7.2,301,0,clear sky
2025-08-18 21:06:00,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:05:16,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:06:00,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:05:49,Buenos Aires,-34.6132,-58.3772,14.7,14.7,14.7,83,1018,6.17,113,0,overcast clouds
2025-08-18 20:57:02,Chicago,41.85,-87.65,29.51,29.51,29.51,69,1015,3.07,203,0,broken clouds
2025-08-18 21:00:35,Berlin,52.5244,13.4105,17.57,17.57,17.57,65,1019,1.49,110,0,clear sky
2025-08-18 21:05:16,Doha,25.2867,51.5333,34.06,34.06,34.06,69,998,4.26,48,0,overcast clouds
2025-08-18 20:55:47,Los Angeles,34.0522,-118.2437,29.79,29.79,29.79,50,1013,4.26,229,0,clear sky
2025-08-18 21:06:00,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:05:05,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,0,overcast clouds
2025-08-18 20:59:48,Lagos,6.5833,3.75,23.09,23.09,23.09,90,1016,2.35,236,0,broken clouds
2025-08-18 21:07:26,Santiago,-33.4569,-70.6483,15.99,15.99,15.99,60,1017,4.43,247,0,overcast clouds
2025-08-18 21:05:17,Mexico City,19.4285,-99.1277,25.74,25.74,25.74,37,1012,2.77,44,0,overcast clouds
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:05:17,Mexico City,19.4285,-99.1277,25.74,25.74,25.74,37,1012,2.77,44,0,overcast clouds
2025-08-18 20:55:29,Paris,48.8534,2.3488,21.85,21.85,21.85,50,1015,2.29,61,0,scattered clouds
2025-08-18 21:05:05,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,0,overcast clouds
2025-08-18 21:05:32,Riyadh,24.6877,46.7219,34.37,34.37,34.37,12,1002,4.36,34,0,broken clouds
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:05:15,Cairo,30.0626,31.2497,29.03,29.03,29.03,47,1011,4.49,53,0,clear sky
2025-08-18 21:05:51,Toronto,43.7001,-79.4163,21.95,21.95,21.95,57,1023,3.37,107,0,overcast clouds
2025-08-18 21:06:29,Tehran,35.6944,51.4215,28.38,28.38,28.38,27,1008,2.58,158,0,clear sky
2025-08-18 20:57:14,London,51.5085,-0.1257,18.32,18.32,18.32,68,1018,3.91,84,0,scattered clouds
2025-08-18 20:58:05,Dhaka,23.7104,90.4074,26.85,26.85,26.85,87,1004,4.66,137,0,broken clouds
2025-08-18 21:04:56,Bangkok,13.75,100.5167,28.79,28.79,28.79,88,1009,2.08,240,0,overcast clouds
2025-08-18 21:05:46,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:05:05,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,0,overcast clouds
2025-08-18 21:05:17,Mexico City,19.4285,-99.1277,25.74,25.74,25.74,37,1012,2.77,44,0,overcast clouds
2025-08-18 21:06:29,Tehran,35.6944,51.4215,28.38,28.38,28.38,27,1008,2.58,158,0,clear sky
2025-08-18 20:55:13,Tokyo,35.6895,139.6917,27.42,27.42,27.42,66,1014,1.57,13,0,broken clouds
2025-08-18 21:04:56,Bangkok,13.75,100.5167,28.79,28.79,28.79,88,1009,2.08,240,0,overcast clouds
2025-08-18 21:05:38,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:05:51,Toronto,43.7001,-79.4163,21.95,21.95,21.95,57,1023,3.37,107,0,overcast clouds
2025-08-18 21:05:51,Toronto,43.7001,-79.4163,21.95,21.95,21.95,57,1023,3.37,107,0,overcast clouds
2025-08-18 21:02:02,Hong Kong,22.2855,114.1577,27.25,27.25,27.25,88,1009,4.57,146,3.62,moderate rain
2025-08-18 21:05:16,Doha,25.2867,51.5333,34.06,34.06,34.06,69,998,4.26,48,0,overcast clouds
2025-08-18 21:05:05,Rome,34.257,-85.1647,32.95,32.95,32.95,62,1015,1.82,17,0,scattered clouds
2025-08-18 21:05:46,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:04:57,Moscow,55.7522,37.6156,14.07,14.07,14.07,89,1006,3.63,283,0,overcast clouds
2025-08-18 21:04:58,Karachi,24.9056,67.0822,29.35,29.35,29.35,79,1000,3.97,280,0,clear sky
2025-08-18 20:55:13,Tokyo,35.6895,139.6917,27.42,27.42,27.42,66,1014,1.57,13,0,broken clouds
2025-08-18 21:06:43,Bogota,4.6097,-74.0817,16.43,16.43,16.43,73,1015,2.46,165,0,broken clouds
2025-08-18 20:57:36,Jakarta,-6.2146,106.8451,27.45,27.45,27.45,86,1012,2.25,144,0,overcast clouds
2025-08-18 21:05:40,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:05:01,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:05:28,Hong Kong,22.2855,114.1577,27.25,27.25,27.25,88,1009,4.57,146,2.73,moderate rain
2025-08-18 21:05:47,Paris,48.8534,2.3488,21.07,21.07,21.07,60,1015,2.29,61,0,scattered clouds
2025-08-18 21:07:07,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:06:46,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 20:55:13,Tokyo,35.6895,139.6917,27.42,27.42,27.42,66,1014,1.57,13,0,broken clouds
2025-08-18 21:07:07,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 20:55:13,Tokyo,35.6895,139.6917,27.42,27.42,27.42,66,1014,1.57,13,0,broken clouds
2025-08-18 21:05:16,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 20:55:13,Tokyo,35.6895,139.6917,27.42,27.42,27.42,66,1014,1.57,13,0,broken clouds
2025-08-18 21:05:25,Beijing,39.9075,116.3972,25.6,25.6,25.6,95,1006,1.86,90,8.65,heavy intensity rain
2025-08-18 21:05:40,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:05:23,Cairo,30.0626,31.2497,29.03,29.03,29.03,47,1011,4.49,53,0,clear sky
2025-08-18 21:06:00,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:05:53,Chicago,41.85,-87.65,28.65,28.65,28.65,78,1015,3.07,203,0,broken clouds
2025-08-18 21:08:52,Kabul,34.5,69.4167,19.61,19.61,19.61,84,1008,2.44,48,0,broken clouds
2025-08-18 21:08:54,Delhi,28.6667,77.2167,29.1,29.1,29.1,79,1004,3.23,96,0,scattered clouds
2025-08-18 21:07:07,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 20:56:19,Mexico City,19.4285,-99.1277,25.2,25.2,25.2,38,1012,2.77,44,0,overcast clouds
2025-08-18 21:01:46,Toronto,43.7001,-79.4163,22.01,22.01,22.01,48,1023,3.37,107,0,overcast clouds
2025-08-18 21:05:05,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,0,overcast clouds
2025-08-18 21:05:01,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:11:11,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:10:15,Los Angeles,34.0522,-118.2437,29.65,29.65,29.65,58,1014,4.26,229,0,clear sky
2025-08-18 21:05:27,Karachi,24.9056,67.0822,29.35,29.35,29.35,79,1000,3.97,280,0,clear sky
2025-08-18 21:10:26,Paris,48.8534,2.3488,21.07,21.07,21.07,60,1015,2.29,61,0,scattered clouds
2025-08-18 21:11:22,Bogota,4.6097,-74.0817,16.43,16.43,16.43,73,1015,2.46,165,0,broken clouds
2025-08-18 21:01:04,Sydney,-33.8679,151.2073,9.67,9.67,9.67,89,1030,1.92,238,0.21,light rain
2025-08-18 21:10:29,Doha,25.2867,51.5333,34.06,34.06,34.06,69,998,4.26,48,0,overcast clouds
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:10:16,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:07:31,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:08:52,Kabul,34.5,69.4167,19.61,19.61,19.61,84,1008,2.44,48,0,broken clouds
2025-08-18 21:05:27,Karachi,24.9056,67.0822,29.35,29.35,29.35,79,1000,3.97,280,0,clear sky
2025-08-18 21:11:41,Rio de Janeiro,-22.9028,-43.2075,21.67,21.67,21.67,71,1021,4.48,111,0,clear sky
2025-08-18 21:10:16,New York,40.7143,-74.006,23.62,23.62,23.62,63,1020,3.97,113,0,clear sky
2025-08-18 21:05:16,Dubai,25.2582,55.3047,35.46,35.46,35.46,40,998,4.87,48,0,broken clouds
2025-08-18 21:11:46,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:07:31,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:11:46,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:10:04,Beijing,39.9075,116.3972,25.6,25.6,25.6,95,1006,1.86,90,8.65,heavy intensity rain
2025-08-18 21:08:52,Kabul,34.5,69.4167,19.61,19.61,19.61,84,1008,2.44,48,0,broken clouds
2025-08-18 21:05:16,Dubai,25.2582,55.3047,35.46,35.46,35.46,40,998,4.87,48,0,broken clouds
2025-08-18 21:11:15,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:05:27,Karachi,24.9056,67.0822,29.35,29.35,29.35,79,1000,3.97,280,0,clear sky
2025-08-18 21:11:46,Nairobi,-1.2833,36.8167,16.24,16.24,16.24,80,1019,1.93,116,0,overcast clouds
2025-08-18 21:11:02,Cairo,30.0626,31.2497,29.03,29.03,29.03,47,1011,4.49,53,0,clear sky
2025-08-18 21:05:56,Madrid,40.4165,-3.7026,29.66,29.66,29.66,13,1011,4.42,227,0,overcast clouds
2025-08-18 21:05:28,Hong Kong,22.2855,114.1577,27.25,27.25,27.25,88,1009,4.57,146,2.73,moderate rain
2025-08-18 21:10:04,Beijing,39.9075,116.3972,25.6,25.6,25.6,95,1006,1.86,90,8.65,heavy intensity rain
2025-08-18 21:10:43,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,1.28,moderate rain
2025-08-18 21:12:04,Buenos Aires,-34.6132,-58.3772,14.7,14.7,14.7,83,1018,6.17,113,0,overcast clouds
2025-08-18 21:05:30,London,51.5085,-0.1257,18.21,18.21,18.21,67,1018,3.91,84,0,scattered clouds
2025-08-18 21:05:38,Chicago,41.85,-87.65,28.65,28.65,28.65,78,1015,3.07,203,0,broken clouds
2025-08-18 21:07:31,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:05:38,Chicago,41.85,-87.65,28.65,28.65,28.65,78,1015,3.07,203,0,broken clouds
2025-08-18 21:00:54,Bangkok,13.75,100.5167,28.96,28.96,28.96,82,1009,2.08,240,0,overcast clouds
2025-08-18 21:04:10,Dhaka,23.7104,90.4074,26.85,26.85,26.85,87,1004,4.66,137,0,broken clouds
2025-08-18 21:07:31,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:05:38,Chicago,41.85,-87.65,28.65,28.65,28.65,78,1015,3.07,203,0,broken clouds
2025-08-18 21:11:11,São Paulo,-23.5475,-46.6361,17.7,17.7,17.7,81,1022,5.97,149,0,clear sky
2025-08-18 21:11:15,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:10:43,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,1.28,moderate rain
2025-08-18 21:10:43,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,1.28,moderate rain
2025-08-18 21:12:21,Lima,-12.0432,-77.0282,18.13,18.13,18.13,70,1015,6.04,168,0,scattered clouds
2025-08-18 21:11:18,Riyadh,24.6877,46.7219,34.37,34.37,34.37,12,1002,4.36,34,0,broken clouds
2025-08-18 21:10:04,Beijing,39.9075,116.3972,25.6,25.6,25.6,95,1006,1.86,90,8.65,heavy intensity rain
2025-08-18 21:11:15,Cape Town,-33.9258,18.4232,13.89,13.89,13.89,94,1022,3.46,347,0.15,light rain
2025-08-18 21:12:15,Baghdad,33.3406,44.4009,36.18,36.18,36.18,23,1000,7.2,301,0,clear sky
2025-08-18 21:10:19,Seoul,37.5683,126.9778,25.75,25.75,25.75,98,1013,1.51,177,0,overcast clouds
2025-08-18 21:12:21,Lima,-12.0432,-77.0282,18.13,18.13,18.13,70,1015,6.04,168,0,scattered clouds
2025-08-18 21:11:41,Rio de Janeiro,-22.9028,-43.2075,21.67,21.67,21.67,71,1021,4.48,111,0,clear sky
2025-08-18 21:05:38,Chicago,41.85,-87.65,28.65,28.65,28.65,78,1015,3.07,203,0,broken clouds
2025-08-18 21:12:33,Delhi,28.6667,77.2167,29.1,29.1,29.1,79,1004,3.23,96,0,scattered clouds
2025-08-18 21:01:04,Sydney,-33.8679,151.2073,9.67,9.67,9.67,89,1030,1.92,238,0.21,light rain
2025-08-18 21:05:28,Hong Kong,22.2855,114.1577,27.25,27.25,27.25,88,1009,4.57,146,2.73,moderate rain
2025-08-18 21:07:31,Berlin,52.5244,13.4105,17.16,17.16,17.16,74,1019,1.49,110,0,clear sky
2025-08-18 21:12:38,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 21:12:39,Lagos,6.5833,3.75,23.09,23.09,23.09,90,1016,2.35,236,0,broken clouds
2025-08-18 21:11:22,Bogota,4.6097,-74.0817,16.43,16.43,16.43,73,1015,2.46,165,0,broken clouds
2025-08-18 21:12:33,Delhi,28.6667,77.2167,29.1,29.1,29.1,79,1004,3.23,96,0,scattered clouds
2025-08-18 21:12:38,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 21:12:38,Istanbul,41.0351,28.9833,24.03,24.03,24.03,86,1012,3.22,57,0,clear sky
2025-08-18 21:12:33,Delhi,28.6667,77.2167,29.1,29.1,29.1,79,1004,3.23,96,0,scattered clouds
2025-08-18 21:11:34,Colombo,6.9319,79.8478,26.35,26.35,26.35,87,1009,4.83,250,0,overcast clouds
2025-08-18 21:05:16,Dubai,25.2582,55.3047,35.46,35.46,35.46,40,998,4.87,48,0,broken clouds
2025-08-18 21:11:18,Riyadh,24.6877,46.7219,34.37,34.37,34.37,12,1002,4.36,34,0,broken clouds
2025-08-18 21:10:43,Jakarta,-6.2146,106.8451,27.6,27.6,27.6,85,1013,2.25,144,1.28,moderate rain
2025-08-18 21:10:04,Beijing,39.9075,116.3972,25.6,25.6,25.6,95,1006,1.86,90,8.65,heavy intensity rain
2025-08-18 21:10:29,Doha,25.2867,51.5333,34.06,34.06,34.06,69,998,4.26,48,0,overcast clouds
